Timestamp,S05,S06,S07,S08,Hum.,Pres.,Temp.
2025-04-11 19:00:00,11879.10,24646.30,11246.27,24669.57,41.73,1006.17,30.32
2025-04-11 21:00:00,11877.64,24646.89,11246.00,24670.00,47.02,1006.96,28.03
2025-04-11 23:00:00,11877.00,24646.83,11246.48,24669.39,50.15,1007.18,26.68
2025-04-12 01:00:00,11877.00,24646.90,11246.50,24669.00,52.15,1007.13,26.24
2025-04-12 03:00:00,11877.73,24647.00,11246.41,24669.45,54.71,1006.74,24.76
2025-04-12 05:00:00,11878.83,24646.18,11246.00,24669.44,56.54,1006.22,23.82
2025-04-12 07:00:00,11878.80,24646.00,11246.00,24668.73,57.64,1007.47,23.58
2025-04-12 09:00:00,11880.00,24646.00,11246.14,24668.88,57.46,1008.32,25.50
2025-04-12 11:00:00,11882.11,24645.25,11246.60,24668.00,54.55,1008.21,28.59
2025-04-12 13:00:00,11882.38,24646.83,11246.55,24667.75,43.62,1007.48,32.37
2025-04-12 15:00:00,11882.64,24646.50,11247.27,24669.89,36.28,1006.59,36.11
2025-04-12 17:00:00,11880.33,24645.25,11247.50,24670.00,29.77,1006.71,39.40
2025-04-12 19:00:00,11879.20,24646.67,11246.58,24670.00,37.77,1007.97,31.57
2025-04-12 21:00:00,11877.54,24646.71,11245.45,24670.33,43.27,1009.33,29.37
2025-04-12 23:00:00,11877.00,24647.00,11246.10,24669.75,48.11,1010.56,27.42
2025-04-13 01:00:00,11877.00,24647.00,11246.92,24669.00,50.49,1011.37,25.21
2025-04-13 03:00:00,11877.00,24647.00,11246.64,24668.70,51.93,1011.33,23.50
2025-04-13 05:00:00,11876.83,24646.57,11246.00,24668.67,53.51,1011.47,21.86
2025-04-13 07:00:00,11877.44,24646.75,11245.00,24668.73,54.35,1012.59,20.96
2025-04-13 09:00:00,11879.83,24646.31,11246.27,24670.40,53.41,1013.70,21.64
2025-04-13 11:00:00,11882.53,24646.00,11246.92,24668.80,46.23,1013.92,25.47
2025-04-13 13:00:00,11882.90,24646.57,11246.43,24668.40,36.96,1012.81,30.35
2025-04-13 15:00:00,11882.00,24647.11,11247.12,24668.89,28.82,1011.32,34.76
2025-04-13 17:00:00,11881.45,24646.10,11246.90,24670.91,23.72,1011.06,37.06
2025-04-13 19:00:00,11877.56,24647.00,11246.17,24670.91,31.34,1011.75,28.49
2025-04-13 21:00:00,11877.00,24647.00,11246.20,24669.75,37.14,1012.26,25.14
2025-04-13 23:00:00,11876.75,24647.10,11246.00,24669.83,39.96,1012.46,23.09
2025-04-14 01:00:00,11877.70,24647.00,11246.00,24669.10,42.39,1012.92,21.56
2025-04-14 03:00:00,11877.40,24647.00,11246.00,24668.89,44.48,1012.77,20.10
2025-04-14 05:00:00,11877.42,24647.00,11246.60,24668.60,46.03,1012.85,19.00
2025-04-14 07:00:00,11878.00,24647.00,11247.00,24668.00,47.65,1013.59,17.91
2025-04-14 09:00:00,11880.00,24647.71,11246.83,24669.67,49.62,1014.50,18.90
2025-04-14 11:00:00,11883.00,24646.78,11247.12,24668.45,45.48,1013.66,24.62
2025-04-14 13:00:00,11883.71,24646.00,11246.89,24668.75,36.18,1011.31,30.27
2025-04-14 15:00:00,11881.58,24647.20,11246.83,24669.44,29.96,1009.15,34.45
2025-04-14 17:00:00,11880.00,24647.11,11247.00,24669.62,25.89,1008.28,36.17
2025-04-14 19:00:00,11878.31,24647.20,11246.45,24669.07,31.19,1008.99,29.16
2025-04-14 21:00:00,11878.00,24647.30,11246.25,24669.91,36.16,1009.02,26.04
2025-04-14 23:00:00,11878.07,24647.36,11246.46,24670.00,38.88,1009.12,23.83
2025-04-15 01:00:00,11877.90,24647.00,11246.00,24669.55,42.70,1009.17,21.64
2025-04-15 03:00:00,11878.00,24647.00,11246.29,24669.27,45.09,1008.90,20.48
2025-04-15 05:00:00,11878.64,24647.00,11247.00,24668.67,47.59,1008.55,19.64
2025-04-15 07:00:00,11878.31,24647.00,11247.00,24668.00,49.84,1009.23,19.06
2025-04-15 09:00:00,11880.09,24647.00,11246.60,24669.33,50.85,1010.54,20.48
2025-04-15 11:00:00,11882.67,24646.29,11247.00,24669.00,47.98,1010.67,25.08
2025-04-15 13:00:00,11884.00,24646.00,11246.40,24669.20,42.32,1009.08,30.13
2025-04-15 15:00:00,11882.25,24647.50,,24669.20,32.21,1007.13,36.56
2025-04-15 17:00:00,11881.64,24646.55,11247.11,24670.00,26.08,1006.55,39.84
2025-04-15 19:00:00,11878.88,24647.00,11246.57,24669.93,33.68,1007.08,30.12
2025-04-15 21:00:00,11877.45,24647.00,11246.67,24669.22,40.25,1008.42,25.97
2025-04-15 23:00:00,11877.83,24647.08,11246.20,24668.46,42.42,1009.04,24.70
2025-04-16 01:00:00,11877.82,24646.78,11246.70,24669.00,45.34,1009.31,22.96
2025-04-16 03:00:00,11878.73,24646.71,11246.33,24669.18,47.54,1009.06,21.72
2025-04-16 05:00:00,11877.55,24647.00,11247.00,24669.00,49.42,1008.42,20.44
2025-04-16 07:00:00,11877.09,24647.00,11246.56,24668.56,50.78,1008.80,19.53
2025-04-16 09:00:00,11879.55,24647.00,11246.90,24670.25,51.23,1009.97,21.44
2025-04-16 11:00:00,11882.50,24646.42,11246.64,24668.45,48.75,1009.96,25.91
2025-04-16 13:00:00,11883.45,24646.33,11246.94,24669.13,37.99,1008.40,31.54
2025-04-16 15:00:00,11882.55,24647.09,11247.58,24669.43,28.19,1006.71,37.25
2025-04-16 17:00:00,11881.73,24646.67,11247.43,24670.30,22.61,1005.69,40.97
2025-04-16 19:00:00,11878.82,24647.00,11246.64,24670.36,31.52,1005.53,30.42
2025-04-16 21:00:00,11877.67,24647.12,11246.36,24669.00,35.47,1005.96,28.01
2025-04-16 23:00:00,11877.73,24647.00,11246.55,24668.50,39.46,1007.20,25.51
2025-04-17 01:00:00,11877.62,24646.92,11246.91,24669.10,43.07,1008.00,23.41
2025-04-17 03:00:00,11878.40,24646.62,11246.60,24669.60,45.75,1007.52,22.11
2025-04-17 05:00:00,11878.17,24647.00,11246.57,24669.18,48.13,1007.71,20.92
2025-04-17 07:00:00,11877.00,24647.00,11247.00,24668.89,49.61,1008.45,20.19
2025-04-17 09:00:00,11879.50,24647.00,11247.15,24669.75,50.85,1009.12,21.72
2025-04-17 11:00:00,11882.89,24646.18,11246.38,24668.50,47.74,1009.19,26.88
2025-04-17 13:00:00,11883.50,24646.54,11247.71,24668.73,40.93,1007.57,31.86
2025-04-17 15:00:00,11882.36,24646.62,11247.46,24669.82,32.09,1005.31,37.51
2025-04-17 17:00:00,11881.00,24646.11,11248.10,24670.75,26.39,1004.08,40.51
2025-04-17 19:00:00,11878.75,24646.90,11247.36,24670.82,33.95,1004.62,32.55
2025-04-17 21:00:00,11877.00,24646.00,11246.56,24670.44,37.76,1005.42,30.12
2025-04-17 23:00:00,11876.80,24646.75,11246.45,24669.00,41.38,1006.08,27.71
2025-04-18 01:00:00,11877.38,24647.23,11247.00,24669.18,43.72,1006.32,26.54
2025-04-18 03:00:00,11878.85,24647.60,11247.00,24668.33,46.33,1006.46,25.11
2025-04-18 05:00:00,11879.00,24647.00,11246.71,24669.00,48.57,1006.56,24.86
2025-04-18 07:00:00,,,,,53.42,1007.66,23.97
2025-04-18 09:00:00,,,,,54.39,1008.70,24.22
2025-04-18 11:00:00,,,,,51.60,1009.03,27.96
2025-04-18 13:00:00,,,,,45.24,1007.62,33.33
2025-04-18 15:00:00,,,,,37.16,1006.61,37.84
2025-04-18 17:00:00,,,,,30.52,1006.76,39.98
2025-04-18 19:00:00,,,,,38.92,1008.06,31.28
2025-04-18 21:00:00,,,,,43.82,1009.96,28.35
2025-04-18 23:00:00,,,,,46.76,1011.18,26.02
2025-04-19 01:00:00,,,,,48.71,1012.05,24.62
2025-04-19 03:00:00,,,,,50.66,1012.41,23.32
2025-04-19 05:00:00,,,,,49.88,1012.99,22.27
2025-04-19 07:00:00,,,,,49.83,1013.99,20.67
2025-04-19 09:00:00,,,,,49.37,1014.98,20.77
2025-04-19 11:00:00,,,,,44.65,1015.01,24.23
2025-04-19 13:00:00,,,,,36.54,1013.76,28.80
2025-04-19 15:00:00,,,,,28.05,1012.52,33.85
2025-04-19 17:00:00,,,,,22.76,1012.12,35.37
2025-04-19 19:00:00,,,,,29.22,1013.13,26.32
2025-04-19 21:00:00,,,,,33.83,1014.11,22.80
2025-04-19 23:00:00,,,,,37.38,1014.66,20.78
2025-04-20 01:00:00,,,,,40.41,1014.34,19.29
2025-04-20 03:00:00,,,,,42.96,1014.19,18.00
2025-04-20 05:00:00,,,,,45.75,1013.51,16.51
2025-04-20 07:00:00,,,,,47.72,1014.24,16.11
2025-04-20 09:00:00,,,,,48.17,1015.09,17.70
2025-04-20 11:00:00,,,,,43.98,1015.03,22.11
2025-04-20 13:00:00,,,,,36.75,1013.58,26.76
2025-04-20 15:00:00,,,,,31.51,1011.75,27.81
2025-04-20 17:00:00,,,,,32.31,1011.31,26.33
2025-04-20 19:00:00,,,,,35.23,1011.38,23.84
2025-04-20 21:00:00,,,,,39.57,1012.48,22.12
2025-04-20 23:00:00,,,,,42.44,1013.09,21.52
2025-04-21 01:00:00,,,,,45.46,1012.39,20.44
2025-04-21 03:00:00,,,,,47.97,1012.68,19.13
2025-04-21 05:00:00,,,,,48.88,1011.98,18.02
2025-04-21 07:00:00,,,,,50.58,1012.52,16.67
2025-04-21 09:00:00,,,,,51.02,1012.98,17.58
2025-04-21 11:00:00,,,,,45.37,1012.92,23.09
2025-04-21 13:00:00,,,,,37.73,1011.39,28.52
2025-04-21 15:00:00,,,,,30.10,1009.61,33.75
2025-04-21 17:00:00,,,,,25.76,1008.86,35.32
2025-04-21 19:00:00,,,,,31.74,1009.13,27.43
2025-04-21 21:00:00,,,,,36.30,1009.96,24.62
2025-04-21 23:00:00,,,,,40.52,1010.54,22.39
2025-04-22 01:00:00,,,,,42.97,1010.65,21.00
2025-04-22 03:00:00,,,,,45.29,1010.36,19.92
2025-04-22 05:00:00,,,,,47.24,1010.47,18.78
2025-04-22 07:00:00,,,,,48.86,1010.98,18.39
2025-04-22 09:00:00,,,,,49.44,1011.36,19.25
2025-04-22 11:00:00,,,,,46.43,1011.32,24.52
2025-04-22 13:00:00,,,,,37.49,1009.40,30.34
2025-04-22 15:00:00,,,,,30.01,1007.58,35.62
2025-04-22 17:00:00,,,,,24.95,1006.52,37.59
2025-04-22 19:00:00,,,,,31.96,1007.00,29.71
2025-04-22 21:00:00,,,,,36.62,1007.35,26.80
2025-04-22 23:00:00,,,,,38.70,1007.11,25.58
2025-04-23 05:00:00,,,,,52.00,1008.08,19.25
2025-04-23 07:00:00,,,,,50.80,1008.43,19.67
2025-04-23 09:00:00,,,,,50.57,1008.94,21.65
2025-04-23 11:00:00,,,,,49.23,1008.72,25.13
2025-04-23 13:00:00,,,,,41.39,1007.17,31.27
2025-04-23 15:00:00,,,,,30.56,1005.64,37.85
2025-04-23 17:00:00,,,,,25.89,1005.46,38.93
2025-04-23 19:00:00,,,,,32.31,1005.68,31.88
2025-04-23 21:00:00,,,,,37.25,1006.11,28.79
2025-04-23 23:00:00,,,,,41.05,1006.63,26.65
2025-04-24 01:00:00,,,,,43.41,1007.19,25.05
2025-04-24 03:00:00,,,,,45.25,1006.42,23.99
2025-04-24 05:00:00,,,,,46.02,1005.37,23.70
2025-04-24 07:00:00,,,,,47.29,1005.71,23.42
2025-04-24 09:00:00,,,,,47.86,1006.98,24.08
2025-04-24 11:00:00,,,,,44.98,1007.62,27.43
2025-04-24 13:00:00,,,,,39.16,1006.71,31.92
2025-04-24 15:00:00,,,,,35.90,1004.57,32.40
2025-04-24 17:00:00,,,,,36.90,1003.76,31.66
2025-04-24 19:00:00,,,,,42.68,1004.06,28.87
2025-04-24 21:00:00,,,,,45.09,1004.57,27.66
2025-04-24 23:00:00,,,,,47.07,1004.93,26.05
2025-04-25 01:00:00,,,,,48.36,1004.64,24.54
2025-04-25 03:00:00,,,,,50.99,1003.86,22.87
2025-04-25 05:00:00,,,,,52.77,1003.65,22.16
2025-04-25 07:00:00,,,,,53.86,1004.47,21.25
2025-04-25 09:00:00,,,,,54.40,1005.08,22.60
2025-04-25 11:00:00,,,,,53.30,1004.75,26.94
2025-04-25 13:00:00,,,,,47.14,1002.84,31.20
2025-04-25 15:00:00,,,,,40.18,1001.13,34.53
2025-04-25 17:00:00,,,,,34.74,1000.42,36.78
2025-04-25 19:00:00,,,,,41.11,1000.97,31.01
2025-04-25 21:00:00,,,,,45.32,1001.48,28.76
2025-04-25 23:00:00,,,,,48.32,1001.78,27.18
2025-04-26 01:00:00,,,,,50.69,1002.45,25.89
2025-04-26 03:00:00,,,,,52.67,1002.80,25.13
2025-04-26 05:00:00,,,,,54.25,1003.16,24.18
2025-04-26 07:00:00,,,,,55.11,1004.29,23.40
2025-04-26 09:00:00,,,,,,,
2025-04-26 11:00:00,,,,,,,
2025-04-26 13:00:00,,,,,,,
2025-04-26 15:00:00,,,,,,,
2025-04-26 17:00:00,,,,,,,
2025-04-26 19:00:00,,,,,44.20,1005.54,29.96
2025-04-26 21:00:00,,,,,44.05,1006.15,28.65
2025-04-26 23:00:00,,,,,46.73,1007.24,26.74
2025-04-27 01:00:00,,,,,47.65,1007.86,25.67
2025-04-27 03:00:00,,,,,48.38,1008.34,23.93
2025-04-27 05:00:00,,,,,48.98,1009.01,22.31
2025-04-27 07:00:00,,,,,51.17,1010.08,20.82
2025-04-27 09:00:00,,,,,53.25,1010.90,20.70
2025-04-27 11:00:00,,,,,50.64,1011.37,22.49
2025-04-27 13:00:00,,,,,42.67,1010.18,25.21
2025-04-27 15:00:00,,,,,35.37,1008.85,30.71
2025-04-27 17:00:00,,,,,30.03,1008.68,32.43
2025-04-27 19:00:00,,,,,36.27,1009.64,24.64
2025-04-27 21:00:00,,,,,40.89,1010.85,21.90
2025-04-27 23:00:00,,,,,42.55,1011.79,20.31
2025-04-28 01:00:00,,,,,43.75,1012.44,18.82
2025-04-28 03:00:00,,,,,47.22,1012.48,17.83
2025-04-28 05:00:00,,,,,51.00,1012.49,16.61
2025-04-28 07:00:00,,,,,51.75,1013.02,16.08
2025-04-28 09:00:00,,,,,50.28,1014.05,17.40
2025-04-28 11:00:00,,,,,47.19,1014.35,21.03
2025-04-28 13:00:00,,,,,40.04,1013.14,25.92
2025-04-28 15:00:00,,,,,30.96,1011.90,31.35
2025-04-28 17:00:00,,,,,24.58,1011.04,34.74
2025-04-28 19:00:00,,,,,31.17,1011.14,25.87
2025-04-28 21:00:00,,,,,35.90,1011.73,22.87
2025-04-28 23:00:00,,,,,39.12,1012.11,20.96
2025-04-29 01:00:00,,,,,41.27,1012.11,19.46
2025-04-29 03:00:00,,,,,44.67,1011.79,17.54
2025-04-29 05:00:00,,,,,47.34,1011.77,16.81
2025-04-29 07:00:00,,,,,49.45,1012.55,15.89
2025-04-29 09:00:00,11879.88,24646.64,11245.65,24667.00,50.41,1013.50,17.77
2025-04-29 11:00:00,11882.56,24646.47,11245.60,24667.15,46.32,1013.66,22.16
2025-04-29 13:00:00,11882.62,24646.00,11245.70,24667.54,38.03,1012.35,27.10
2025-04-29 15:00:00,11881.30,24645.52,11246.04,24668.64,29.39,1010.62,32.79
2025-04-29 17:00:00,11880.50,24646.39,11245.29,24668.83,23.58,1010.18,35.75
2025-04-29 19:00:00,11878.67,24646.10,11245.56,24669.00,30.95,1010.62,26.54
2025-04-29 21:00:00,11878.12,24646.00,11245.70,24669.83,33.84,1011.25,24.26
2025-04-29 23:00:00,11878.50,24646.00,11245.16,24669.13,38.44,1011.87,21.33
2025-04-30 01:00:00,11877.25,24646.00,11245.24,24668.29,41.36,1011.50,19.88
2025-04-30 03:00:00,11877.00,24646.78,11246.00,24668.08,44.16,1011.49,18.05
2025-04-30 05:00:00,11877.67,24647.00,11246.00,24668.25,46.51,1011.34,16.75
2025-04-30 07:00:00,11878.27,24646.38,11246.00,24668.00,48.13,1011.79,15.92
2025-04-30 09:00:00,11879.64,24646.71,11245.96,24668.92,48.93,1012.61,17.57
2025-04-30 11:00:00,11882.70,24647.00,11246.32,24668.00,45.68,1012.67,22.58
2025-05-01 13:00:00,11883.50,24646.35,11246.15,24668.10,38.77,1009.90,28.34
2025-05-01 15:00:00,11882.18,24646.61,11247.23,24669.00,30.04,1007.92,33.83
2025-05-01 17:00:00,11880.44,24647.00,11245.93,24670.00,24.13,1006.79,36.37
2025-05-01 19:00:00,11878.60,24647.10,11246.00,24669.00,31.18,1007.49,27.85
2025-05-01 21:00:00,11878.00,24647.00,11246.30,24668.89,35.87,1008.04,25.68
2025-05-01 23:00:00,11877.91,24646.27,11246.62,24668.87,39.45,1008.80,24.06
2025-05-02 01:00:00,11878.00,24646.10,11246.00,24669.19,41.95,1009.02,23.11
2025-05-02 03:00:00,11877.50,24646.00,11246.00,24669.44,46.29,1008.59,22.05
2025-05-02 05:00:00,,,,,51.25,1009.17,21.61
2025-05-02 07:00:00,,,,,54.59,1010.17,21.45
2025-05-02 09:00:00,,,,,56.14,1011.65,21.96
2025-05-02 11:00:00,,,,,56.18,1012.43,23.34
2025-05-02 13:00:00,,,,,51.75,1011.39,27.20
2025-05-02 15:00:00,,,,,42.99,1010.51,32.32
2025-05-02 17:00:00,,,,,36.61,1010.30,34.22
2025-05-02 19:00:00,,,,,44.35,1010.84,27.64
2025-05-02 21:00:00,,,,,48.59,1011.90,25.43
2025-05-02 23:00:00,,,,,51.31,1012.62,24.10
2025-05-03 01:00:00,,,,,53.37,1012.56,22.86
2025-05-03 03:00:00,,,,,54.86,1011.82,21.63
2025-05-03 05:00:00,,,,,56.02,1011.76,20.62
2025-05-03 07:00:00,,,,,57.00,1012.89,19.57
2025-05-03 09:00:00,,,,,57.52,1013.98,20.87
2025-05-03 11:00:00,,,,,56.10,1014.37,24.64
2025-05-03 13:00:00,,,,,49.59,1012.94,28.83
2025-05-03 15:00:00,,,,,39.23,1011.34,33.45
2025-05-03 17:00:00,,,,,32.90,1010.41,35.96
2025-05-03 19:00:00,,,,,38.64,1010.32,29.68
2025-05-03 21:00:00,,,,,42.74,1010.50,26.97
2025-05-03 23:00:00,,,,,46.67,1010.58,25.05
2025-05-04 01:00:00,,,,,49.23,1010.24,23.36
2025-05-04 03:00:00,,,,,50.97,1010.12,22.13
